"Chapter","Type","Number","Springer ID","Source file","Caption","Alt Text"
"Chapter 19: Coordinate Transformations and Mapped Spectral Methods","Figure","Fig. 19.7","fig19_7","figures/ch19/python/corner_tensor_clustering.pdf","Étude 19.6: square Poisson with corner stress. _Top row, (a)–(c)_: _(a)_ contour plot of the solution at $N = 32$, showing the roughly circular level sets and the mild but unmistakable corner flattening; _(b)_ one-dimensional view of the physical grids at $N = 24$ --- the standard Chebyshev grid (navy) and the tanh-clustered grid with $alpha = 2$ (coral) differ only near the endpoints but differ sharply there; _(c)_ max-norm error against the reference, for the unmapped method and for tanh clustering with $alpha in {1, 2, 3}$. The unmapped method _wins_ at every resolution tested up to $N = 64$, a striking confirmation of Boyd's crossover warning. _Bottom row, (d)–(f)_: pointwise error fields $|u_N - u_(""ref"")|$ at $N = 24$ on a common log-colour scale, for the unmapped method (d), tanh $alpha = 1$ (e), and tanh $alpha = 3$ (f). Boyd's warning made spatial: aggressive clustering moves the error _away_ from the corners (where it's hard to suppress) and _into_ the interior (where it didn't need to be), without reducing the $ell^infinity$ norm. Total integrated error is roughly conserved by the choice of $alpha$ at this resolution; only at much larger $N$ would the asymptotic singularity-resolution gain finally beat the constant-factor cost of the resampled interior.","A two-by-three layout for a square Poisson problem with corner stress. Top row: panel a is a contour plot of the solution at N of thirty-two, with roughly circular level sets and mild flattening toward the corners; panel b shows the one-dimensional physical grids at N of twenty-four, the standard Chebyshev grid and the tanh-clustered grid with alpha of two agreeing in the interior but differing sharply near the endpoints; panel c plots max-norm error against the reference versus N on a semilog axis for the unmapped method and tanh clustering at alpha of one, two, and three, with the unmapped method winning at every resolution up to N of sixty-four. Bottom row, panels d through f: pointwise error fields at N of twenty-four on a shared logarithmic color scale for the unmapped method, tanh alpha of one, and tanh alpha of three, showing that aggressive clustering pushes error away from the corners and into the interior without lowering the overall norm."
"Chapter 19: Coordinate Transformations and Mapped Spectral Methods","Figure","Fig. 19.8","fig19_8","figures/ch19/python/arctan_tan_sweep.pdf","Étude 19.7: parameter sweep for the arctan/tan map. _(a)_ Three mapped grids at $N = 32$ for $ell = 0.1$ (coral), $ell = 0.3$ (teal), $ell = 1.0$ (orange); the profile $f(y)$ is drawn for reference. The clustering near $y = 0$ at small $ell$ is precisely what the broad pulse needs. _(b)_ The same pulse rendered in computational coordinates at the chosen $ell^* = 0.3$: the broadened profile $tilde(f)(x) = f(y(x))$ (solid teal) compared against the original $f$ (dashed grey, drawn against its native $y$-axis); the corresponding uniform $x$-grid sits below. The mapping has done its work --- in $x$ the pulse is roughly five times wider than in $y$, and correspondingly smoother. This is _why_ the parameter-sweep below finds an optimum: at the right $ell$, the basis sees a slowly-varying function. _(c)_ Error landscape in $(N, ell)$-space; a broad dark-blue valley of good parameter choices is clearly visible. _(d)_ Slices at fixed $N$; the optimal $ell$ ranges from roughly $0.15$ at $N = 16$ to roughly $0.45$ at $N = 64$, and the valley is decades wide at every resolution. The method is not sensitive to fine tuning of $ell$.","Four panels sweeping the width parameter of the arctan over tan map for a localized periodic pulse. Panel a shows three mapped thirty-two-point grids for ell of 0.1, 0.3, and 1.0 with the pulse profile drawn for reference, smaller ell clustering points near the pulse at y equals zero. Panel b shows the pulse in computational coordinates at the chosen ell of 0.3, the broadened teal profile about five times wider than the original dashed grey pulse with the uniform x-grid beneath. Panel c is a filled error landscape over N and ell, revealing a broad dark valley of good parameter choices. Panel d plots error versus ell at several fixed N on a semilog axis, the optimum drifting from about 0.15 at N of sixteen to about 0.45 at N of sixty-four with valleys decades wide, showing low sensitivity to fine tuning."
"Chapter 19: Coordinate Transformations and Mapped Spectral Methods","Figure","Fig. 19.9","fig19_9","figures/ch19/python/kosloff_tal_ezer.pdf","Étude 19.8: accuracy versus timestep under the Kosloff--Tal-Ezer map. _(a)_ The KTE map $y(xi) = arcsin((1 - beta) xi) / arcsin(1 - beta)$ for the three regimes the étude compares: standard Chebyshev (navy, identity), aggressive $beta tilde.op 1 / N^2$ at $N = 32$ (coral), and conservative $beta = 1 - cos(1 / 2)$ (teal). The CGL nodes $xi_j$ on the bottom show the input grid; the curves' steepness near $xi = plus.minus 1$ measures how strongly the map _flattens_ the boundary clustering. The aggressive curve is nearly straight --- exactly the flattening that buys timestep --- while the conservative one keeps a meaningful S-shape. _(b)_ Minimum grid spacing versus $N$ for the three grids: standard $cal(O)(1 / N^2)$ scaling, aggressive $cal(O)(1 / N)$. _(c)_ Spectral radius of the first-derivative matrix; aggressive KTE reduces stiffness by nearly an order of magnitude at $N = 96$. _(d)_ Chebyshev coefficient $|a_N|$ of $f(y) = y$ sampled on each grid, with the theoretical asymptote $0.488 / N^2$ (navy dotted) confirming Boyd's analysis: aggressive KTE destroys geometric convergence for the simplest polynomial, while conservative KTE preserves it down to the floating-point floor. The four panels read top-down as the trade-off itself: panel (a) sets the geometry, (b) and (c) collect its operator-level wins (smaller spacing, smaller stiffness), and (d) collects the accuracy loss. The conservative choice is the only one that wins everywhere.","Four panels on the Kosloff-Tal-Ezer map trade-off between accuracy and timestep. Panel a plots the map for three regimes: standard Chebyshev as the straight identity, aggressive beta near one over N squared which is nearly straight, and conservative beta retaining a clear S-shape, with input nodes as ticks along the bottom. Panel b plots minimum grid spacing versus N on a log-log axis, standard scaling like one over N squared and aggressive like the gentler one over N. Panel c plots the spectral radius of the first-derivative matrix versus N, aggressive KTE cutting stiffness by nearly an order of magnitude at N of ninety-six. Panel d plots the Chebyshev coefficient magnitude of f equals y versus N on a log-log axis with a theoretical 0.488 over N squared asymptote; aggressive KTE follows this algebraic decay, destroying geometric convergence, while conservative KTE drops to the floating-point floor and preserves it."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.1","fig20_1","figures/ch20/python/truncation_stalls.pdf","Étude 20.1: domain truncation of $sech(y)$ as three slices through one error surface (four panels in a 2$times$2 grid). _(a)_: $L$ fixed at $6$, $N$ varying --- the error plateaus at the domain-truncation level $e^(-L) approx 2.5 times 10^(-3)$ (navy dashed line). _(b)_: $N$ fixed at $32$, $L$ varying --- V-shaped error, with a broad but finite sweet spot near $L approx 6$. _(c)_: $N$ and $L$ growing together --- subgeometric descent, reaching $3 times 10^(-5)$ at $(N, L) = (96, 14)$. _(d)_: the *full two-dimensional error surface* $log_(10) E(N, L)$ as a heatmap (yellow = bad, dark = good), with the three sweeps overlaid as polylines. The unifying picture: the three plots in (a)--(c) are not three different experiments but three orthogonal cuts through the same surface --- a horizontal slice, a vertical slice, and a diagonal trace along the optimum.","Four semilog and heatmap panels in a two-by-two grid dissecting the two-parameter error surface for domain truncation of hyperbolic-secant of y. Panel (a) fixes truncation length L at six and varies resolution N: the error falls then flattens onto a horizontal floor at e to the power minus L, about two point five times ten to the power minus three, marked by a navy dashed line. Panel (b) fixes N at thirty-two and varies L, tracing a V-shaped curve with a broad minimum near L equal to six. Panel (c) grows N and L together, giving a slow subgeometric descent down to three times ten to the power minus five at N, L equal to ninety-six, fourteen. Panel (d) is a heatmap of log base ten of the error over the N-L plane, dark good and yellow bad, with the three sweeps overlaid as polylines, showing they are horizontal, vertical, and diagonal cuts through one surface."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.2","fig20_2","figures/ch20/python/fourier_vs_chebyshev_truncation.pdf","Étude 20.2: Fourier vs Chebyshev domain truncation of $sech(y)$ on $[-L, L]$ with $L = 10$. Left: grid densities at $N = 32$ (Chebyshev, $2 N = 64$ Fourier) --- Fourier has uniformly denser interior points; Chebyshev wastes resolution near $y = plus.minus L$ where the solution is already below $10^(-4)$. Right: max-norm error on the interior $[-L + 1, L - 1]$ versus $N$ --- Fourier wins by $2$-$3$ orders of magnitude until Chebyshev's geometric tail overtakes at $N approx 100$.","Two panels comparing Fourier and Chebyshev truncation of hyperbolic-secant of y on the interval minus ten to ten. The left panel shows the two collocation grids as point distributions: the Fourier grid is uniformly dense across the interior, while the Chebyshev grid clusters points near the far edges where the solution is already below ten to the power minus four. The right panel is a semilog plot of interior max-norm error versus N: the Fourier curve sits two to three orders of magnitude lower than Chebyshev until they cross near N equal to one hundred, where Chebyshev's geometric tail finally overtakes."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.3","fig20_3","figures/ch20/python/sinc_two_masters.pdf","Étude 20.3: sinc expansion of $sech(y)$. _(a)_: error versus $h$ at fixed $N = 48$; the V-shape exhibits the trade-off between bandwidth error (left branch) and grid-span error (right branch), with the empirical optimum (navy dotted) and the theoretical $sqrt(pi^2 / (2 N))$ (teal dashed) agreeing tightly. _(b)_: the literal _two masters_ decomposition --- bandwidth error $E_W (h) tilde.op (4 / pi) e^(-pi^2 / (2 h))$ (navy dashed) and grid-span error $E_(""DT"")(N h) tilde.op 4 e^(-N h / 2)$ (coral dashed) shown separately, with their sum (teal solid) recovering the empirical V (grey); the two analytic curves cross at the empirical $h^star$. _(c)_: max-norm error vs $sqrt(N)$ at the optimal $h$; the curve is straight on this scale, confirming the subgeometric rate $exp(-pi sqrt(N / 2))$ (navy dotted guide). _(d)_: grid cartoon at $N = 8$ and $N = 32$ --- as $N$ quadruples, the span doubles _and_ the spacing halves.","Four panels analysing the sinc expansion of hyperbolic-secant of y. Panel (a) is a semilog plot of error versus grid spacing h at fixed N equal forty-eight, forming a V whose left branch is bandwidth error and right branch is grid-span error; the empirical minimum, navy dotted, coincides with the theoretical square root of pi squared over two N, teal dashed. Panel (b) decomposes the V into its two competing analytic curves, a navy dashed bandwidth term and a coral dashed grid-span term, whose teal sum recovers the grey empirical V and whose crossing marks the optimum. Panel (c) plots max-norm error versus square root of N at optimal h, a straight descending line confirming the subgeometric rate exponential of minus pi times square root of N over two. Panel (d) is a grid cartoon at N equal eight and thirty-two showing that quadrupling N doubles the span and halves the spacing."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.4","fig20_4","figures/ch20/python/hermite_width_mismatch.pdf","Étude 20.4: Hermite width mismatch (six panels in a 3$times$2 grid). _(a)_: cartoon view --- targets $e^(-A y^2)$ for $A in {0.1, 0.5, 2, 8}$ overlaid with the unscaled basis envelope $psi_0(y) = pi^(-1/4) e^(-y^2 / 2)$ (dashed grey); $A = 0.5$ tracks the envelope exactly. _(b)_: coefficient decay at $A = 8$ --- unscaled (coral, slow algebraic decay) versus matched (navy, only $a_0 != 0$). _(c)_: unscaled ($alpha = 1$) convergence --- $A = 0.5$ is machine-precision exact by coincidence, all other $A$ converge only slowly. _(d)_: matched scaling $alpha = sqrt(2 A)$ --- all four curves collapse to machine precision at every $N$. _(e)_: optimal-$alpha$ scan at fixed $N = 16$ for three $A$ values; each curve has a sharp dip exactly at $alpha^star = sqrt(2 A)$ (dotted vertical lines). _(f)_: quantum oscillator ground state $psi_0$, machine-precision at $N = 0$ --- the ideal case where the basis matches the physics by construction.","Six panels in a three-by-two grid on Hermite-function expansion of Gaussian targets e to the power minus A y squared. Panel (a) overlays four target Gaussians for A of zero point one, zero point five, two, and eight against the dashed grey unscaled basis envelope, with A equal one half tracking it exactly. Panel (b) plots coefficient magnitude versus index at A equal eight: the unscaled coral curve decays slowly and algebraically while the matched navy case has only the first coefficient nonzero. Panel (c) shows unscaled convergence where only A equal one half is exact and the rest converge slowly. Panel (d) shows matched scaling alpha equal square root of two A collapsing all four curves to machine precision at every N. Panel (e) scans alpha at fixed N equal sixteen for three A values, each curve dipping sharply at alpha equal square root of two A marked by dotted verticals. Panel (f) shows the oscillator ground state reaching machine precision already at N equal zero."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.5","fig20_5","figures/ch20/python/laguerre_vs_tln.pdf","Étude 20.5: Laguerre vs rational $T L_n$ on $[0, +infinity)$. Left: pure exponential $f = e^(-y)$; both bases converge geometrically, Laguerre slightly faster thanks to basis-physics match. Right: algebraic $f = 1 / (1 + y)$; Laguerre plateaus near $10^(-3)$ (its exponential envelope cannot track $1 / y$), while $T L_n$ descends to machine precision by $N = 32$.","Two semilog convergence panels comparing the Laguerre basis against rational Chebyshev T-L-n on the half-line. The left panel uses the pure exponential e to the power minus y: both bases descend geometrically to machine precision, with Laguerre slightly faster. The right panel uses the algebraic one over one plus y: the Laguerre curve flattens onto a plateau near ten to the power minus three because its exponential envelope cannot follow the one-over-y tail, while T-L-n keeps descending to machine precision by N equal thirty-two."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.6","fig20_6","figures/ch20/python/tbn_humiliates_hermite.pdf","Étude 20.6: the function that humiliates Hermite. Left: $f(y) = 1 / (1 + y^2)$ --- an innocuous target. Right: three bases compared on a log-log error plot. Hermite converges algebraically ($""err"" tilde.op 1 / sqrt(N)$, cf. Theorem 34 of @Boyd2000); sinc likewise. The $T B_n$ basis reaches machine precision at $N = 8$ because $f$ is literally in the span of $(T B_0, T B_2)$ for $ell = 1$. The whole chapter hinges on this comparison.","Two panels demonstrating where Hermite fails. The left panel plots the smooth bell-shaped target one over one plus y squared. The right panel is a log-log error-versus-N comparison of three bases: Hermite and sinc both decay only algebraically, roughly as one over square root of N, while the rational Chebyshev T-B-n curve plunges straight to machine precision by N equal eight because the function lies exactly in the span of T-B-zero and T-B-two when the map parameter equals one."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.7","fig20_7","figures/ch20/python/behavioral_bc_laguerre.pdf","Étude 20.7: two strategies for Boyd's Laguerre eigenproblem. Left: count of ""good"" eigenvalues (within $5 %$ of an integer) versus $N$. Strategy A (naive, coral) reaches $33$ good eigenvalues at $N = 120$; Strategy B (behavioural recast, teal) reaches $49$. Right: the computed spectrum at $N = 40$. Strategy A (coral circles) shows complex-conjugate pairs with imaginary parts of order $0.01$ --- contamination of the real spectrum by slowly-decaying unphysical solutions. Strategy B (teal squares) returns clean real eigenvalues at $lambda_n = n$.","Two panels comparing two solution strategies for Boyd's Laguerre eigenvalue problem. The left panel plots the count of accurate eigenvalues, within five percent of an integer, versus N: the naive Strategy A in coral reaches thirty-three by N equal one hundred twenty, while the recast Strategy B in teal reaches forty-nine. The right panel plots the computed spectrum in the complex plane at N equal forty: Strategy A's coral circles spread off the real axis into complex-conjugate pairs with imaginary parts around zero point zero one, signalling contamination, whereas Strategy B's teal squares lie cleanly on the real axis at integer eigenvalues lambda-n equal n."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.8","fig20_8","figures/ch20/python/yoshida_jet.pdf","Étude 20.8: Yoshida jet velocity profile $v(y)$ solving $v'' - y^2 v = y$ with $v tilde.op -1 / y$. Left: the reference (21-mode $S B$ series) compared with low-$N$ truncations --- $N = 3$ is already accurate to three decimals in the interior. Right: convergence with $N$; the odd-$S B$ basis matches the algebraic $1 / y$ tail by construction, so the series descends rapidly to $10^(-5)$ by $N = 10$.","Two panels on the Yoshida jet velocity profile. The left panel plots the antisymmetric profile v of y, with a high-mode reference curve and low-order truncations overlaid; even the N equal three truncation matches the reference to three decimals across the interior. The right panel is a semilog convergence plot showing the odd S-B basis, which matches the minus-one-over-y algebraic tail by construction, descending rapidly to about ten to the power minus five by N equal ten."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.9","fig20_9","figures/ch20/python/tln_map_illustration.pdf","The rational Chebyshev $T L_n$ map and basis on the half-line (four panels in a 2$times$2 grid). _(a)_: the algebraic semi-infinite map $y = ell, (1 + x) / (1 - x)$ for four values of the map parameter $ell$; the singularity at $x = 1$ pulls $x in (-1, 1)$ onto $y in [0, +infinity)$. Larger $ell$ delays the rise, scattering grid points further out. _(b)_: the corresponding collocation grids @eq-un-tln-def at fixed $N = 24$, plotted as horizontal tick rows over a generic $sech$-decaying target (grey). $ell = 1$ packs the grid near $y = 0$; $ell = 8$ pushes most nodes far out. _(c)_: the first five basis functions $T L_0, dots, T L_4$ at $ell = 2$, evaluated over $y in [0, 20]$. Each $T L_n$ asymptotes to $plus.minus 1$ at $y = +infinity$, making the basis natural for problems whose tail is algebraic or asymptote-to-a-constant. _(d)_: coefficient diagnostic --- $|a_n|$ vs $n$ for the $T L_n$ expansion of $sech(y)$ at $ell in {0.5, 2, 8}$; too-small $ell$ flattens early (domain truncation), too-large $ell$ slows the small-$n$ slope, and $ell approx 2$ descends fastest, foreshadowing Boyd's Rule-of-Thumb 16 (Étude 20.9).","Four panels in a two-by-two grid illustrating the rational Chebyshev T-L-n map on the half-line. Panel (a) plots the algebraic map y equal ell times one plus x over one minus x for four map parameters, each rising steeply toward the singularity at x equal one that sends the unit interval to the half-line, with larger ell delaying the rise. Panel (b) shows the resulting collocation grids at N equal twenty-four as horizontal tick rows over a grey decaying target: small ell packs nodes near the origin, large ell scatters them far out. Panel (c) plots the first five basis functions over y from zero to twenty, each asymptoting to plus or minus one at infinity. Panel (d) plots coefficient magnitude versus index for the expansion of hyperbolic-secant at three ell values, where too-small ell flattens early, too-large ell has a gentle slope, and ell about two descends fastest."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.10","fig20_10","figures/ch20/python/ell_diagnostic.pdf","Étude 20.9: reading $ell$ from coefficient decay (four panels in a 2$times$2 grid). _(a)_: rolling-max envelope of $|a_n|$ for the three regimes $ell in {0.5, 2, 16}$ at $N = 64$ (small / good / large), with parity zig-zag suppressed --- $ell = 0.5$ flattens early, $ell = 16$ has a visibly gentler small-$n$ slope, $ell = 2$ descends cleanly to machine precision. _(b)_: the full six-$ell$ sweep as envelopes only, letting the reader compare every regime without overplotting. _(c)_: the scalar tail-size diagnostic $sum_(n > N / 2) |a_n|$ versus $ell$ at $N in {24, 48, 96}$ --- the valley of good $ell$ is broad and widens with $N$. _(d)_: extracting the valley centre and width from (c) as functions of $N$ on a log-log axis; the centre drifts mildly upward with $N$ and the width grows so that larger problems forgive coarser $ell$-tuning.","Four panels in a two-by-two grid on diagnosing the map parameter ell from coefficient decay. Panel (a) shows rolling-max coefficient envelopes at N equal sixty-four for three regimes: ell equal zero point five flattens onto an early plateau, ell equal sixteen has a gentler small-index slope, and ell equal two descends cleanly to machine precision. Panel (b) overlays envelopes for a full six-ell sweep for direct comparison. Panel (c) plots the scalar tail-sum diagnostic versus ell for three values of N, each forming a valley whose broad minimum marks the good range and widens with N. Panel (d) extracts the valley centre and width versus N on log-log axes, the centre drifting mildly upward and the width growing, so larger problems tolerate coarser tuning."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.11","fig20_11","figures/ch20/python/rK1_composed_map.pdf","Étude 20.10: global expansion of $r K_1 (r)$. Left: the function (navy) and the $N = 16$ $T B_n$ approximation in the composed coordinate (coral dashed); graphical agreement is within the line thickness. Right: max-norm error versus $N$ for $ell = 4$; a single global expansion reaches $10^(-10)$ at $N = 64$ with no piecewise switching logic.","Two panels on a single global expansion of r times K-one of r. The left panel overlays the navy reference function and its coral dashed N equal sixteen T-B-n approximation in the composed coordinate, agreeing within the line thickness across a peak that decays to zero. The right panel is a semilog plot of max-norm error versus N for map parameter four, descending steadily to ten to the power minus ten at N equal sixty-four, achieved with one global expansion and no piecewise switching."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.12","fig20_12","figures/ch20/python/J0_oscillatory.pdf","Étude 20.11: asymptotic augmentation for $sqrt(1 + y) J_0 (y)$. Left: the target and its amplitude-phase decomposition at $N = 15$; $|a(y)|$ asymptotes to a constant $approx 0.89$ and $|phi(y)|$ to zero, confirming the WKB structure. Right: max-norm error on $[0, 50]$ versus $N$. The naive basis stays pinned near $1$ (it cannot resolve the oscillation); the augmented basis reaches $10^(-13)$ at $N = 20$.","Two panels on asymptotic augmentation for square root of one plus y times J-zero of y. The left panel shows the target alongside its amplitude-phase decomposition at N equal fifteen: the amplitude magnitude settles to a constant near zero point eight nine and the phase magnitude tends to zero, confirming the expected WKB structure. The right panel is a semilog plot of max-norm error over zero to fifty versus N: the naive basis stays pinned near one, unable to resolve the oscillation, while the augmented basis plunges to ten to the power minus thirteen by N equal twenty."
"Chapter 20: Spectral Methods on Unbounded Intervals","Figure","Fig. 20.13","fig20_13","figures/ch20/python/weideman_cloot_map.pdf","The Weideman--Cloot sinh map @eq-un-wc and its grid behaviour (four panels in a 2$times$2 grid). _(a)_: the map $y = sinh(ell, t)$ for four values of $ell$; the reach $y_(""max"") = sinh(ell pi)$ is annotated and grows _exponentially_ in $ell$ (about $2$ at $ell = 0.5$, near $270$ at $ell = 2$). _(b)_: the resulting grids on the $y$-line at fixed $N = 64$, plotted as horizontal tick rows over a $sech(y)$ target. The uniform-in-$t$ Fourier grid maps to a non-uniform-in-$y$ grid that compresses near $y = 0$ (where $y'(0) = ell$ is small) and stretches into the tails. _(c)_: the same $sech(y)$ target shown in $y$-space (navy) and in $t$-space (coral, dashed, with $t$ rescaled to share the $y$-axis). In $t$-space the function becomes a smooth, periodic-friendly profile that Fourier represents efficiently --- this is exactly the trade-off that makes Weideman--Cloot work. _(d)_: Fourier-in-$t$ coefficient diagnostic --- $|hat f_k|$ of $sech(y(t))$ at fixed $N = 96$ for $ell in {0.5, 1, 1.5, 2}$. The optimal $ell$ is the one whose coefficients descend furthest before flattening, parallel to Étude 20.9's $ell$ diagnostic on the rational-Chebyshev side.","Four panels in a two-by-two grid on the Weideman-Cloot sinh map. Panel (a) plots y equal hyperbolic-sine of ell times t for four ell values, with the annotated reach hyperbolic-sine of ell pi growing exponentially, from about two at ell equal zero point five to near two hundred seventy at ell equal two. Panel (b) shows the resulting grids at N equal sixty-four as tick rows over a hyperbolic-secant target, the uniform t-grid mapping to a y-grid compressed near the origin and stretched into the tails. Panel (c) shows the same target in y-space, navy, and in rescaled t-space, coral dashed, where it becomes a smooth periodic-friendly profile that Fourier handles efficiently. Panel (d) plots Fourier coefficient magnitude versus index for four ell values, the optimal ell being the one whose coefficients descend furthest before flattening."
"Chapter 21: Special Tricks for the Spectral Researcher","Table","Table 21.1","tbl21_1","live text table (no image file)","Diagnostic roadmap for the special tricks of this chapter. The seven rows correspond to the seven failure modes addressed in sections @sec-st-meta to @sec-st-tau.","A four-column diagnostic roadmap whose seven rows each pair a symptom of a failing spectral computation (coefficients peaking at a high mode, slow algebraic coefficient decay, a slope change in the coefficient plot, a non-decaying oscillatory asymptote, expensive residual evaluations, the need for a Hilbert transform, or working symbolically at small N) with its structural clue, the recommended remedy, and the chapter section that treats it; the takeaway is that each failure mode is matched to one specific structural fix."
"Chapter 21: Special Tricks for the Spectral Researcher","Figure","Fig. 21.1","fig21_1","figures/ch21/python/rescue_naive_vs_tailored.pdf","Étude 21.1: same function, same $N=48$, two truncation lengths. *Left*: $sech(y)$ overlaid with the naive grid ($L=30$, coral circles) and the tailored grid ($L=8$, teal triangles). The naive grid lavishes resolution where the function is essentially zero. *Right*: pointwise error on the inner window of each truncation: naive max error $approx 9.6 times 10^(-2)$, tailored max error $approx 1.0 times 10^(-4)$ --- a factor of $approx 10^3$ recovered by editing one constant.","Two side-by-side panels comparing a naive and a tailored truncation length for Chebyshev collocation of sech of y at fixed N equals forty-eight. The left panel plots the bell-shaped sech pulse against y with two sets of grid markers: a naive grid for L equals thirty (coral circles) spreading most points far out where the function is essentially zero, and a tailored grid for L equals eight (teal triangles) concentrating points inside the pulse. The right panel shows pointwise error across the inner window for each: the naive case peaks near nine point six times ten to the power minus two, the tailored case near one times ten to the power minus four, a roughly thousand-fold gain from changing one constant."
"Chapter 21: Special Tricks for the Spectral Researcher","Figure","Fig. 21.2","fig21_2","figures/ch21/python/mathieu_sideband.pdf","Étude 21.2: Mathieu sideband truncation (six panels in a 3$times$2 grid). Top row = coefficient pictures, bottom row = eigenvalue corrections. Left column = the easy regime ($""ce""_(15)$, $q / n^2 = 10 / 225$), right column = the hard regime ($""ce""_3$, $q / n^2 = 10 / 9$), middle column = mechanism diagnostics. _(a)_: $|a_n|$ for $""ce""_(15)$ at $q = 10$ --- carrier $|a_(15)| approx 0.97$, sidebands $|a_(13)|, |a_(17)| approx 0.17, 0.15$, and $|a_(11)|, |a_(19)| approx 0.017, 0.011$ --- a tight cluster around the carrier. _(b)_: cluster half-width versus $q$ at three carriers $n in {3, 7, 15}$; the dotted grey line at half-width 2 marks the capacity of a $5 times 5$ sideband box, and the curves show at what $q$ each carrier first exceeds that capacity. _(c)_: $|a_n|$ for $""ce""_3$ at the _same_ $q = 10$; the cluster has spread to all small $n$ --- the visual reason a $5 times 5$ box no longer captures it. _(d)_: $delta(q) eq.def lambda(q) - 225$ for $""ce""_(15)$, computed three ways; the $5 times 5$ sideband (teal dashed) is indistinguishable from the high-$N$ reference (navy) at the resolution of the plot, the $3 times 3$ (coral dotted) lags slightly. _(e)_: convergence of the truncated $delta$ to the full value as the sideband half-width grows from 1 to 10, at fixed $n = 15$, $q = 10$; the $5 times 5$ box already lies near machine precision. _(f)_: the same three-way comparison for $""ce""_3$ where $q / n^2$ is large --- the $5 times 5$ sideband is wildly wrong because the relevant cluster has spread all the way down to the lowest mode.","Six panels in a three-by-two grid for Mathieu sideband truncation; top row shows coefficient pictures, bottom row eigenvalue corrections. Panel a is a bar chart of coefficient magnitudes for the high carrier mode ce fifteen at q equals ten, showing a tall carrier bar near zero point nine seven at index fifteen with rapidly shrinking sidebands at thirteen, seventeen, eleven and nineteen, a tight cluster. Panel b plots cluster half-width versus q for carriers three, seven and fifteen, with a dotted grey line at half-width two marking the capacity of a five-by-five sideband box, showing when each carrier exceeds it. Panel c is the analogous coefficient chart for the low carrier ce three at the same q, where the cluster has spread across all small modes. Panel d plots the eigenvalue correction delta versus q for ce fifteen computed three ways, with the five-by-five sideband (teal dashed) lying on top of the high-N reference (navy) and the three-by-three (coral dotted) slightly off. Panel e shows convergence of the truncated delta to the full value as sideband half-width grows from one to ten, reaching near machine precision by the five-by-five box. Panel f repeats the three-way comparison for ce three, where the five-by-five sideband is wildly wrong because the cluster has spread to the lowest mode."
"Chapter 21: Special Tricks for the Spectral Researcher","Figure","Fig. 21.3","fig21_3","figures/ch21/python/singularity_subtraction.pdf","Étude 21.3: singularity subtraction. *Left*: Chebyshev coefficient magnitudes at $N = 80$. The naive expansion (coral) decays algebraically, $|a_n|$ tracking the decay of the singular term. The trick (teal) reaches machine $epsilon$ at modest $n$. *Right*: maximum pointwise error vs $N$. Naive error is $approx 6 times 10^(-6)$ at $N = 256$; the trick reaches $approx 1.8 times 10^(-15)$ already at $N = 16$. *Same problem, same machinery, $approx 10$ decimals recovered* by acknowledging the singularity analytically.","Two side-by-side panels demonstrating singularity subtraction. The left panel plots Chebyshev coefficient magnitudes versus index n at N equals eighty on a log vertical scale: the naive expansion (coral) decays only algebraically, while the subtracted-singularity trick (teal) plunges to machine epsilon at modest n. The right panel plots maximum pointwise error versus N on log axes: the naive error stalls near six times ten to the power minus six even at N equals two hundred fifty-six, whereas the trick reaches about one point eight times ten to the power minus fifteen already at N equals sixteen, recovering roughly ten decimal digits."
